User ID,Age,Gender,Weight (kg),Height (cm),Activity Level,Goal,Target Weight (kg),Caloric Intake (kcal),Maintenance Calories (kcal),Carbohydrates (gm),Proteins (gm),Fats (gm),Fiber (gm),Dietary Preferences
13,20,Male,50.827753254183435,159,Sedentary,Maintain,56.00599999999999,774,928.8,136.998,58.05,25.799999999999997,91.332,None
14,41,Female,77.77704473655126,174,Moderately Active,Lose,65.15599999999999,1403,2174.65,163.09875,217.465,72.48833333333333,108.73249999999999,None
15,60,Male,59.825370513048455,169,Very Active,Lose,65.106,894,1698.6,127.395,169.86,56.62,84.92999999999999,Vegetarian
16,19,Male,83.21802440167488,151,Sedentary,Maintain,48.72599999999999,1221,1465.2,216.11700000000002,76.923,53.724,144.078,Gluten-Free
17,29,Female,66.04153226801442,164,Very Active,Lose,56.056,1291,2452.9,183.9675,245.29,81.76333333333334,122.645,Gluten-Free
18,48,Male,85.63050418431936,159,Very Active,Gain,56.00599999999999,1251,2376.9,237.69,178.2675,79.23,158.45999999999998,None
19,25,Female,76.54984228153653,194,Moderately Active,Maintain,83.356,1393,2159.15,221.31287500000002,129.549,64.7745,147.54191666666668,Vegan
20,43,Male,53.373532700812405,168,Sedentary,Maintain,64.196,806,967.1999999999999,140.244,60.45,26.866666666666667,93.496,Vegetarian
21,35,Male,96.8628281086693,183,Very Active,Maintain,77.846,1407,2673.2999999999997,400.99499999999995,133.665,103.96166666666664,267.3299999999999,Vegetarian
22,49,Male,82.5964611970154,170,Very Active,Maintain,66.01599999999999,1209,2297.1,246.93825,91.884,71.46533333333333,164.6255,Vegan
23,60,Female,66.0590275524037,156,Moderately Active,Maintain,48.775999999999996,1290,1999.5,214.94625,79.98,75.53666666666668,143.29749999999999,Vegan
24,47,Female,71.11253990309396,169,Very Active,Maintain,60.605999999999995,1339,2544.1,260.77025,127.205,96.11044444444444,173.8468333333333,Vegan
25,51,Male,68.75010082633871,188,Very Active,Lose,82.39599999999999,1018,1934.1999999999998,145.06499999999997,193.42,64.47333333333331,96.70999999999998,Vegetarian
26,41,Male,77.8804836268258,189,Lightly Active,Lose,83.306,1145,1574.375,118.078125,157.4375,52.479166666666664,78.71875,Vegan
27,45,Female,69.73583771879136,185,Sedentary,Maintain,75.166,1326,1591.2,218.79,99.45,44.2,145.85999999999999,Vegetarian
28,23,Female,98.94985237251726,169,Moderately Active,Maintain,60.605999999999995,1608,2492.4,299.088,112.15800000000002,91.38799999999999,199.392,Gluten-Free
29,48,Female,85.12259581218333,194,Moderately Active,Lose,83.356,1474,2284.7000000000003,171.35250000000005,228.47000000000003,76.1566666666667,114.23500000000003,Gluten-Free
30,36,Female,88.65849216393752,197,Lightly Active,Maintain,86.086,1508,2073.5,212.53375,93.3075,64.50888888888889,141.68916666666667,Gluten-Free
31,60,Female,82.04389815477327,174,Sedentary,Maintain,65.15599999999999,1444,1732.8,233.928,95.304,63.53600000000001,155.952,Vegetarian
32,49,Female,52.36468637854797,156,Moderately Active,Lose,48.775999999999996,1159,1796.45,134.73375,179.645,59.88166666666666,89.82249999999999,None
33,27,Male,76.85844085976157,170,Moderately Active,Gain,66.01599999999999,1132,1754.6000000000001,175.46,131.59500000000003,58.48666666666668,116.97333333333333,Vegetarian
34,37,Female,77.93388793127028,180,Lightly Active,Lose,70.616,1405,1931.875,144.890625,193.1875,64.39583333333333,96.59375,Vegetarian
35,51,Male,57.7687512908512,196,Moderately Active,Gain,89.67599999999999,867,1343.8500000000001,134.38500000000002,100.78875000000002,44.79500000000001,89.59,Vegan
36,59,Male,79.48811329130427,200,Moderately Active,Lose,93.316,1166,1807.3,135.5475,180.73,60.24333333333334,90.36500000000001,None
37,36,Male,87.1601869149882,168,Very Active,Lose,64.196,1273,2418.7,181.4025,241.87,80.62333333333333,120.935,Vegetarian
38,23,Male,55.63175940851074,194,Sedentary,Gain,87.856,840,1008.0,100.8,75.6,33.599999999999994,67.19999999999999,None
39,36,Male,78.20694722247823,163,Lightly Active,Gain,59.645999999999994,1149,1579.875,157.9875,118.490625,52.662499999999994,105.325,Gluten-Free
40,50,Male,79.41633458028453,150,Moderately Active,Gain,47.815999999999995,1165,1805.75,180.575,135.43125,60.19166666666667,120.38333333333333,Gluten-Free
41,19,Male,93.942463695329,164,Sedentary,Lose,60.556,1369,1642.8,123.21,164.28,54.76,82.13999999999999,Vegetarian
42,19,Male,67.76514419981223,197,Lightly Active,Lose,90.586,1009,1387.375,104.053125,138.7375,46.24583333333333,69.36874999999999,Gluten-Free
43,59,Female,91.30806868963847,179,Moderately Active,Maintain,69.70599999999999,1533,2376.15,332.661,142.56900000000002,79.205,221.774,Vegetarian
44,55,Male,86.91364049787597,160,Very Active,Lose,56.916,1268,2409.2,180.69,240.92,80.30666666666667,120.46,Vegan
45,54,Female,79.07690483056433,156,Sedentary,Lose,48.775999999999996,1415,1698.0,127.35,169.8,56.599999999999994,84.89999999999999,Vegetarian
46,47,Female,61.767190949162924,179,Sedentary,Gain,69.70599999999999,1250,1500.0,150.0,112.5,50.0,100.0,Vegan
47,25,Female,68.11194971340674,160,Lightly Active,Lose,52.416,1312,1804.0,135.3,180.4,60.13333333333334,90.2,None
48,54,Male,69.79461193333007,187,Moderately Active,Maintain,81.48599999999999,1032,1599.6000000000001,215.94600000000003,95.976,56.87466666666668,143.964,None
49,51,Female,63.299957970369455,181,Very Active,Maintain,71.526,1264,2401.6,288.19199999999995,120.08,74.71644444444445,192.12799999999996,Vegetarian
50,32,Male,69.45573802136231,157,Very Active,Gain,54.18599999999999,1029,1955.1,195.51,146.6325,65.17,130.33999999999997,None
51,49,Female,80.39065460489512,154,Very Active,Lose,46.955999999999996,1428,2713.2,203.49,271.32,90.44,135.66,Vegan
52,43,Male,81.46007065652364,150,Sedentary,Gain,47.815999999999995,1193,1431.6,143.16,107.37,47.72,95.44,None
53,18,Male,59.91043934555516,199,Lightly Active,Maintain,92.406,901,1238.875,136.27625,74.3325,35.789722222222224,90.85083333333333,None
54,27,Male,90.54027408084215,166,Moderately Active,Maintain,62.376,1320,2046.0,219.945,107.415,70.47333333333333,146.63,None
55,48,Male,91.95486175675637,166,Lightly Active,Gain,62.376,1338,1839.75,183.975,137.98125,61.324999999999996,122.64999999999999,Vegan
56,35,Female,96.4202544316301,180,Lightly Active,Maintain,70.616,1583,2176.625,250.311875,87.065,79.80958333333334,166.8745833333333,Vegetarian
57,30,Male,76.96217764186618,195,Very Active,Maintain,88.76599999999999,1133,2152.7,295.99625,107.635,62.18911111111111,197.33083333333332,None
58,43,Male,80.26726701587566,161,Lightly Active,Lose,57.82599999999999,1177,1618.375,121.378125,161.8375,53.94583333333333,80.91874999999999,Vegan
59,33,Male,58.384172939962255,200,Moderately Active,Maintain,93.316,877,1359.3500000000001,176.71550000000002,74.76425,39.27011111111111,117.81033333333335,Vegan
60,49,Male,81.03860869164177,180,Moderately Active,Lose,75.116,1188,1841.4,138.105,184.14,61.379999999999995,92.07,None
61,42,Male,87.59864442233118,153,Sedentary,Gain,50.54599999999999,1278,1533.6,153.36,115.02,51.12,102.24000000000001,Vegetarian
62,19,Female,56.509605319373826,174,Sedentary,Lose,65.15599999999999,1201,1441.2,108.09,144.12,48.04,72.06,Gluten-Free
63,57,Male,83.62418331061437,166,Very Active,Gain,62.376,1223,2323.7,232.37,174.2775,77.45666666666666,154.91333333333333,Gluten-Free
64,55,Male,62.882989045652735,160,Lightly Active,Maintain,56.916,936,1287.0,176.9625,74.0025,42.900000000000006,117.975,Vegetarian
65,38,Male,65.97429800639948,190,Lightly Active,Lose,84.216,981,1348.875,101.165625,134.8875,44.962500000000006,67.44375,Vegetarian
66,53,Male,85.12065026209163,153,Lightly Active,Maintain,50.54599999999999,1243,1709.125,252.0959375,94.001875,60.76888888888888,168.06395833333332,Vegan
67,44,Female,93.67896665713184,150,Sedentary,Gain,43.315999999999995,1556,1867.1999999999998,186.72,140.04,62.239999999999995,124.47999999999999,Gluten-Free
68,20,Male,83.88756479262909,191,Very Active,Lose,85.126,1231,2338.9,175.4175,233.89,77.96333333333332,116.945,Vegetarian
69,21,Female,88.82737699399235,152,Sedentary,Lose,45.135999999999996,1511,1813.2,135.99,181.32,60.440000000000005,90.66,Vegan
70,59,Male,78.10778847364409,159,Sedentary,Maintain,56.00599999999999,1146,1375.2,151.27200000000002,65.322,50.424,100.84800000000001,Gluten-Free
71,31,Female,80.17054549875104,195,Moderately Active,Lose,84.26599999999999,1427,2211.85,165.88875,221.185,73.72833333333332,110.59249999999999,Gluten-Free
72,50,Male,73.35034666522839,163,Moderately Active,Maintain,59.645999999999994,1081,1675.55,217.8215,100.53299999999999,59.575111111111106,145.21433333333331,Vegan
73,34,Female,81.652866032713,191,Lightly Active,Maintain,80.626,1441,1981.375,262.5321875,89.161875,66.04583333333333,175.02145833333333,Gluten-Free
74,43,Male,99.60378921982044,175,Moderately Active,Gain,70.566,1444,2238.2000000000003,223.82000000000005,167.86500000000004,74.60666666666668,149.21333333333337,Vegetarian
75,57,Male,59.65225890567337,187,Moderately Active,Lose,81.48599999999999,892,1382.6000000000001,103.69500000000002,138.26000000000002,46.08666666666667,69.13000000000001,Gluten-Free
76,49,Male,98.53718679519673,182,Very Active,Lose,76.93599999999999,1429,2715.1,203.6325,271.51,90.50333333333333,135.755,Vegetarian
77,44,Male,73.81867224664153,176,Moderately Active,Lose,71.476,1088,1686.4,126.48,168.64,56.21333333333334,84.32,Vegetarian
78,41,Female,65.23237101096164,192,Lightly Active,Gain,81.536,1283,1764.125,176.4125,132.309375,58.80416666666666,117.60833333333332,None
79,34,Male,66.87120954796501,191,Lightly Active,Lose,85.126,993,1365.375,102.403125,136.5375,45.5125,68.26875,Vegetarian
80,24,Female,82.61039209013217,160,Sedentary,Lose,52.416,1451,1741.2,130.59,174.12,58.04,87.06,Gluten-Free
81,50,Female,63.94806173228411,198,Lightly Active,Maintain,86.996,1271,1747.625,196.6078125,109.2265625,64.07958333333333,131.07187499999998,None
82,49,Female,60.184857926254274,159,Very Active,Lose,51.50599999999999,1234,2344.6,175.845,234.46,78.15333333333334,117.22999999999999,None
83,41,Female,84.05251457614949,150,Very Active,Lose,43.315999999999995,1463,2779.7,208.4775,277.97,92.65666666666667,138.98499999999999,Vegan
84,54,Male,60.81149246948527,185,Sedentary,Maintain,79.666,908,1089.6,119.85599999999998,46.30799999999999,42.373333333333335,79.90399999999998,Vegetarian
85,58,Male,77.5620402885286,177,Very Active,Gain,72.386,1139,2164.1,216.41,162.3075,72.13666666666667,144.2733333333333,Vegetarian
86,35,Male,99.55278508538676,189,Lightly Active,Gain,83.306,1444,1985.5,198.55,148.9125,66.18333333333334,132.36666666666667,Vegetarian
87,27,Female,95.68560908105702,164,Moderately Active,Lose,56.056,1576,2442.8,183.21,244.28,81.42666666666668,122.14,Vegan
88,49,Female,78.5290000580302,165,Lightly Active,Gain,56.965999999999994,1410,1938.75,193.875,145.40625,64.625,129.25,None
89,59,Female,89.12328402397559,164,Very Active,Lose,56.056,1512,2872.7999999999997,215.45999999999995,287.28,95.75999999999998,143.63999999999996,Vegetarian
90,45,Male,77.36462128736429,172,Moderately Active,Lose,67.836,1137,1762.3500000000001,132.17625,176.235,58.745000000000005,88.1175,None
91,35,Male,78.1018269739265,161,Sedentary,Maintain,57.82599999999999,1148,1377.6,206.64,58.547999999999995,38.266666666666666,137.76,Vegetarian
92,35,Male,84.64826976737587,198,Sedentary,Gain,91.496,1239,1486.8,148.68,111.51,49.56,99.12,Vegetarian
93,29,Female,88.74315480165299,173,Very Active,Gain,64.246,1509,2867.1,286.71,215.0325,95.57,191.14,Gluten-Free
94,57,Female,65.09049682343974,194,Moderately Active,Lose,83.356,1281,1985.55,148.91625,198.555,66.185,99.27749999999999,None
95,38,Female,55.13453435374161,198,Moderately Active,Maintain,86.996,1186,1838.3,229.7875,114.89375,71.48944444444444,153.19166666666666,Vegetarian
96,34,Male,93.33090997309083,195,Lightly Active,Maintain,88.76599999999999,1359,1868.625,280.29375,107.4459375,60.21125,186.86249999999998,Vegetarian
97,31,Male,93.66431772496003,182,Sedentary,Maintain,76.93599999999999,1363,1635.6,167.64899999999997,94.04699999999998,52.70266666666666,111.76599999999998,Gluten-Free
98,22,Female,99.71951461484562,168,Lightly Active,Lose,59.696,1615,2220.625,166.546875,222.0625,74.02083333333333,111.03125,Vegan
99,28,Male,84.43556004075683,160,Very Active,Gain,56.916,1236,2348.4,234.84,176.13,78.28,156.56,Vegan
100,30,Male,83.2380316949899,196,Sedentary,Gain,89.67599999999999,1220,1464.0,146.4,109.8,48.8,97.6,Vegan
101,52,Male,64.36194980166005,153,Sedentary,Maintain,50.54599999999999,957,1148.3999999999999,143.54999999999998,66.03299999999999,33.176,95.69999999999999,Vegetarian
102,40,Male,62.16675424739671,155,Very Active,Lose,52.36599999999999,927,1761.3,132.0975,176.13,58.71,88.065,Vegan
103,58,Female,85.79222667056507,151,Moderately Active,Maintain,44.22599999999999,1480,2294.0,281.015,108.965,79.01555555555555,187.3433333333333,Gluten-Free
104,55,Female,73.82581771669425,171,Lightly Active,Lose,62.425999999999995,1365,1876.875,140.765625,187.6875,62.5625,93.84375,Vegetarian
105,20,Male,95.90021765227766,151,Lightly Active,Lose,48.72599999999999,1395,1918.125,143.859375,191.8125,63.9375,95.90625,Gluten-Free
106,30,Male,99.36797847712111,173,Sedentary,Lose,68.746,1442,1730.3999999999999,129.77999999999997,173.04,57.679999999999986,86.51999999999998,Vegan
107,42,Female,56.81370690208243,166,Very Active,Gain,57.876,1202,2283.7999999999997,228.37999999999997,171.28499999999997,76.12666666666665,152.2533333333333,None
108,47,Male,84.77654717584832,163,Lightly Active,Gain,59.645999999999994,1239,1703.625,170.3625,127.771875,56.787499999999994,113.575,None
109,43,Male,86.02786239504378,155,Sedentary,Lose,52.36599999999999,1256,1507.2,113.04,150.72,50.24,75.36,Gluten-Free
110,20,Female,57.640423265564834,184,Moderately Active,Gain,74.256,1212,1878.6000000000001,187.86,140.895,62.620000000000005,125.24000000000001,Gluten-Free
111,29,Female,73.61209702030087,185,Very Active,Maintain,75.166,1364,2591.6,388.74,97.185,83.5071111111111,259.15999999999997,Gluten-Free
112,21,Male,98.19471164739532,160,Very Active,Lose,56.916,1427,2711.2999999999997,203.34749999999997,271.12999999999994,90.37666666666665,135.56499999999997,Vegetarian
113,26,Female,58.638549279562,162,Lightly Active,Maintain,54.236,1221,1678.875,230.8453125,92.338125,52.23166666666666,153.896875,Vegan
114,51,Female,99.84914270315625,161,Very Active,Gain,53.32599999999999,1615,3068.5,306.85,230.1375,102.28333333333333,204.56666666666666,None
115,22,Male,94.84435313594545,154,Very Active,Lose,51.455999999999996,1380,2622.0,196.65,262.2,87.4,131.1,None
116,30,Female,50.38546753814169,180,Sedentary,Gain,70.616,1141,1369.2,136.92,102.69,45.64,91.27999999999999,Gluten-Free
117,22,Female,98.83854932469636,179,Moderately Active,Lose,69.70599999999999,1607,2490.85,186.81375,249.085,83.02833333333334,124.54249999999999,Vegetarian
118,29,Male,79.3969969037208,188,Sedentary,Maintain,82.39599999999999,1167,1400.3999999999999,182.05199999999996,63.017999999999994,51.34799999999999,121.36799999999997,Gluten-Free
119,19,Male,95.60444060792688,183,Very Active,Lose,77.846,1393,2646.7,198.5025,264.67,88.22333333333333,132.33499999999998,Vegan
120,50,Female,57.255036878577755,158,Moderately Active,Maintain,50.596,1206,1869.3,257.02875,84.1185,58.156,171.3525,Vegetarian
121,28,Female,70.70121308253988,177,Moderately Active,Maintain,67.886,1336,2070.8,289.91200000000003,98.36300000000001,71.32755555555555,193.2746666666667,Gluten-Free
122,53,Female,52.78852350134433,179,Lightly Active,Lose,69.70599999999999,1163,1599.125,119.934375,159.9125,53.30416666666667,79.95625,None
123,53,Female,81.46472842267093,185,Moderately Active,Lose,75.166,1439,2230.4500000000003,167.28375000000003,223.04500000000004,74.34833333333334,111.52250000000001,None
124,49,Female,68.18063390460172,164,Sedentary,Maintain,56.056,1311,1573.2,216.315,70.79400000000001,50.692,144.20999999999998,Gluten-Free
125,28,Male,64.06757544563908,196,Sedentary,Maintain,89.67599999999999,956,1147.2,154.872,45.888000000000005,40.78933333333334,103.248,Gluten-Free
126,25,Male,77.11548793853908,180,Moderately Active,Lose,75.116,1136,1760.8,132.06,176.08,58.693333333333335,88.03999999999999,Vegan
127,58,Male,69.75873203245254,154,Very Active,Gain,51.455999999999996,1031,1958.8999999999999,195.89,146.9175,65.29666666666667,130.5933333333333,Vegan
128,22,Female,85.90153033628329,181,Sedentary,Maintain,71.526,1483,1779.6,253.593,71.184,53.388,169.06199999999998,Gluten-Free
129,57,Male,94.10678600817617,162,Very Active,Gain,58.736,1367,2597.2999999999997,259.72999999999996,194.79749999999996,86.57666666666665,173.1533333333333,Vegetarian
130,24,Male,97.47375131238617,151,Very Active,Gain,48.72599999999999,1416,2690.4,269.04,201.78,89.68,179.36,None
131,24,Male,55.57824591008129,168,Lightly Active,Maintain,64.196,839,1153.625,173.04375,46.145,43.58138888888889,115.36249999999998,Vegan
132,26,Male,93.98951464662076,157,Moderately Active,Maintain,54.18599999999999,1368,2120.4,227.94299999999998,90.117,77.74799999999999,151.962,Vegetarian
133,53,Male,69.1817251230118,176,Lightly Active,Lose,71.476,1024,1408.0,105.6,140.8,46.93333333333333,70.39999999999999,Gluten-Free
134,44,Male,76.47863992958352,154,Moderately Active,Gain,51.455999999999996,1124,1742.2,174.22,130.665,58.07333333333333,116.14666666666666,Vegan
135,55,Male,53.208770592162644,191,Lightly Active,Gain,85.126,803,1104.125,110.4125,82.809375,36.80416666666667,73.60833333333332,None
136,43,Female,73.22484144674812,166,Sedentary,Lose,57.876,1360,1632.0,122.4,163.2,54.400000000000006,81.6,None
137,26,Male,82.13442147310207,172,Sedentary,Lose,67.836,1205,1446.0,108.45,144.6,48.2,72.3,None
138,50,Female,68.09701518773251,180,Moderately Active,Maintain,70.616,1310,2030.5,238.58375,76.14375,65.42722222222223,159.05583333333334,None
139,45,Male,89.61353686874452,199,Sedentary,Gain,92.406,1306,1567.2,156.72,117.54,52.24,104.47999999999999,Vegan
140,42,Female,65.20682619829714,170,Sedentary,Lose,61.51599999999999,1283,1539.6,115.47,153.96,51.32,76.97999999999999,None
141,47,Male,89.13201506234458,200,Lightly Active,Maintain,93.316,1300,1787.5,178.75,84.90625,63.55555555555556,119.16666666666666,Vegetarian
142,52,Female,81.91080867100708,151,Lightly Active,Lose,44.22599999999999,1443,1984.125,148.809375,198.4125,66.13749999999999,99.20624999999998,Vegetarian
143,31,Female,56.872650139566105,158,Lightly Active,Gain,50.596,1203,1654.125,165.4125,124.059375,55.1375,110.27499999999999,Gluten-Free
144,57,Male,66.74615400802692,159,Lightly Active,Gain,56.00599999999999,990,1361.25,136.125,102.09375,45.375,90.75,Vegan
145,45,Female,71.15724179992176,174,Very Active,Lose,65.15599999999999,1340,2546.0,190.95,254.6,84.86666666666666,127.29999999999998,Gluten-Free
146,27,Female,96.71414813287876,161,Very Active,Maintain,53.32599999999999,1586,3013.3999999999996,369.14149999999995,135.60299999999998,107.1431111111111,246.09433333333328,None
147,40,Female,68.97513485571079,164,Sedentary,Maintain,56.056,1319,1582.8,217.635,79.14,47.484,145.08999999999997,Vegetarian
148,54,Female,64.69135003515999,190,Sedentary,Gain,79.716,1278,1533.6,153.36,115.02,51.12,102.24000000000001,Gluten-Free
149,51,Male,95.49424948262342,154,Very Active,Gain,51.455999999999996,1387,2635.2999999999997,263.53,197.64749999999995,87.8433333333333,175.68666666666664,None
150,57,Female,96.4154225831096,182,Moderately Active,Gain,72.43599999999999,1582,2452.1,245.21,183.9075,81.73666666666666,163.47333333333333,Vegan
151,26,Female,50.661205436450786,172,Lightly Active,Gain,63.336,1144,1573.0,157.3,117.975,52.43333333333333,104.86666666666667,Gluten-Free
152,54,Female,62.857509568255686,180,Very Active,Lose,70.616,1260,2394.0,179.55,239.4,79.80000000000001,119.7,Vegan
153,41,Female,58.49811576374297,161,Sedentary,Gain,53.32599999999999,1218,1461.6,146.16,109.62,48.72,97.44,Vegetarian
154,56,Female,77.90294333906922,169,Moderately Active,Lose,60.605999999999995,1404,2176.2000000000003,163.21500000000003,217.62000000000003,72.54000000000002,108.81000000000002,None
155,42,Male,99.17450185319653,178,Very Active,Gain,73.29599999999999,1438,2732.2,273.22,204.915,91.07333333333332,182.14666666666668,Vegan
156,25,Female,59.50952111591097,158,Sedentary,Gain,50.596,1229,1474.8,147.48,110.61,49.16,98.32,None
157,60,Male,96.15651578457212,167,Very Active,Maintain,63.285999999999994,1396,2652.4,318.288,99.465,82.51911111111112,212.192,Vegetarian
158,37,Male,57.66263400340033,155,Sedentary,Gain,52.36599999999999,865,1038.0,103.8,77.85,34.599999999999994,69.19999999999999,None
159,48,Male,88.83439404163366,156,Lightly Active,Gain,53.275999999999996,1295,1780.625,178.0625,133.546875,59.354166666666664,118.70833333333333,Gluten-Free
160,43,Female,87.87122543361087,185,Lightly Active,Maintain,75.166,1500,2062.5,252.65625,113.4375,59.583333333333336,168.4375,Vegan
161,22,Male,70.20919149259075,167,Very Active,Maintain,63.285999999999994,1041,1977.8999999999999,197.79,123.61875,61.534666666666666,131.85999999999999,None
162,60,Female,73.07402595544028,177,Very Active,Maintain,67.886,1358,2580.2,264.4705,122.55949999999999,77.406,176.31366666666668,Vegetarian
163,57,Female,99.0495322396569,152,Very Active,Gain,45.135999999999996,1607,3053.2999999999997,305.33,228.99749999999997,101.77666666666666,203.5533333333333,Gluten-Free
164,57,Female,98.9560676360476,154,Lightly Active,Maintain,46.955999999999996,1606,2208.25,281.551875,126.974375,73.60833333333333,187.70125,Vegetarian
165,24,Female,55.81486423668159,171,Sedentary,Lose,62.425999999999995,1194,1432.8,107.46,143.28,47.76,71.63999999999999,Vegetarian
166,40,Female,72.93045501287332,156,Sedentary,Maintain,48.775999999999996,1357,1628.3999999999999,170.98199999999997,77.34899999999999,50.66133333333333,113.98799999999997,Vegetarian
167,56,Female,74.68207034906557,186,Sedentary,Gain,76.076,1373,1647.6,164.76,123.57,54.919999999999995,109.83999999999999,Gluten-Free
168,20,Female,80.58236367740778,169,Sedentary,Lose,60.605999999999995,1432,1718.3999999999999,128.88,171.84,57.28,85.91999999999999,None
169,19,Female,77.51838195805323,185,Moderately Active,Gain,75.166,1403,2174.65,217.465,163.09875,72.48833333333333,144.97666666666666,None
170,18,Female,92.14253443240025,173,Sedentary,Maintain,64.246,1544,1852.8,250.128,69.48,65.87733333333333,166.75199999999998,None
171,33,Female,89.39990231389476,168,Very Active,Lose,59.696,1515,2878.5,215.8875,287.85,95.94999999999999,143.92499999999998,Gluten-Free
172,56,Male,68.90868286926299,181,Moderately Active,Gain,76.026,1020,1581.0,158.1,118.575,52.7,105.39999999999999,Vegetarian
173,60,Male,63.70045218348412,176,Moderately Active,Lose,71.476,948,1469.4,110.205,146.94,48.98,73.47,Vegan
174,50,Male,87.28470125684314,153,Lightly Active,Lose,50.54599999999999,1273,1750.375,131.278125,175.0375,58.34583333333333,87.51874999999998,Vegetarian
175,24,Male,74.31480804198762,175,Very Active,Lose,70.566,1097,2084.2999999999997,156.3225,208.42999999999995,69.47666666666666,104.21499999999999,Vegetarian
176,21,Male,93.25134771006256,193,Very Active,Lose,86.946,1360,2584.0,193.8,258.4,86.13333333333334,129.2,Gluten-Free
177,46,Male,70.35221115932643,178,Sedentary,Maintain,73.29599999999999,1040,1248.0,137.28,59.28,34.666666666666664,91.52,Gluten-Free
178,35,Male,54.12889789989317,173,Moderately Active,Lose,68.746,817,1266.3500000000001,94.97625000000002,126.63500000000002,42.21166666666667,63.31750000000001,Gluten-Free
179,51,Male,84.74275604885273,158,Sedentary,Gain,55.096,1238,1485.6,148.56,111.42,49.52,99.03999999999999,Vegan
180,30,Female,53.30111662792647,169,Lightly Active,Lose,60.605999999999995,1169,1607.375,120.553125,160.7375,53.579166666666666,80.36874999999999,Gluten-Free
181,57,Male,60.498113719246504,199,Moderately Active,Gain,92.406,904,1401.2,140.12,105.09,46.70666666666667,93.41333333333333,Vegetarian
182,60,Male,64.94366171182091,174,Sedentary,Lose,69.65599999999999,965,1158.0,86.85,115.8,38.599999999999994,57.89999999999999,None
183,41,Female,65.61709566647582,176,Lightly Active,Maintain,66.976,1287,1769.625,212.355,101.7534375,55.055,141.57,None
184,18,Male,97.75157182335806,163,Moderately Active,Lose,59.645999999999994,1422,2204.1,165.3075,220.41,73.47,110.205,None
185,48,Female,87.47712778217456,184,Lightly Active,Gain,74.256,1496,2057.0,205.7,154.275,68.56666666666666,137.13333333333333,Vegan
186,20,Female,97.92819662785867,165,Sedentary,Maintain,56.965999999999994,1599,1918.8,283.02299999999997,86.346,72.488,188.68199999999996,Vegan
187,33,Female,73.11784394061516,186,Moderately Active,Gain,76.076,1359,2106.4500000000003,210.64500000000004,157.98375000000001,70.215,140.43,Vegan
188,59,Male,82.08865422987381,174,Lightly Active,Maintain,69.65599999999999,1201,1651.375,189.908125,103.2109375,51.37611111111111,126.60541666666667,None
189,18,Female,77.35833789423852,154,Sedentary,Maintain,46.955999999999996,1401,1681.2,235.368,75.65400000000001,48.568000000000005,156.91199999999998,Vegan
190,55,Male,88.1724246035247,156,Lightly Active,Maintain,53.275999999999996,1285,1766.875,194.35625,66.2578125,64.78541666666666,129.57083333333333,Vegan
191,36,Female,84.0016514566741,157,Moderately Active,Maintain,49.68599999999999,1463,2267.65,323.140125,90.706,85.66677777777778,215.42675,None
192,21,Female,55.13719477438803,179,Sedentary,Maintain,69.70599999999999,1188,1425.6,196.02,57.023999999999994,42.768,130.68,Vegan
193,53,Male,72.41691267536484,171,Lightly Active,Lose,66.92599999999999,1068,1468.5,110.1375,146.85,48.95,73.425,None
